entity_name,entity_type,canonical_name,qid,kg_id,schema_type,salience_score,role,validation_status,sameAs_url,co_occurrence_status,notes
Full Basement Foundation,Concept,Full Basement Foundation,Q124714,,Thing,9,foundation_type,VALIDATED,https://en.wikipedia.org/wiki/Basement,0/10 Lane County competitors explain excavation-scope differences by foundation type,"Deepest, highest-cost excavation scope: typically 8–10 ft, requires shoring/sloping per OSHA, hundreds of cubic yards hauled off-site, and Willamette Valley's high winter water table commonly requires dewatering (cojoasphalt.com — Oregon-specific, corroborated by the site-prep pack's existing wet-season/clay-soil entity). National cost data: $75–$150/cu yd removed, roughly 300 cu yd for a 1,000 sq ft footprint ($22,500–$45,000 for digging alone), $70,000–$100,000+ total foundation cost (This Old House/Estimators.us) — general, not a local quote"
Monolithic Slab (pour method),Concept,Monolithic Slab Pour,,,Thing,5,process_distinction,VALIDATED_LOCAL,https://www.cojoasphalt.com/blog/monolithic-slab-excavation-oregon,cojoasphalt.com is the only source found distinguishing this for Oregon specifically,"One combined footing-and-floor pour, favored for garages/shops/ADUs/additions/flat sites; a shallow interior strip plus a deeper thickened-edge trench around the perimeter to footing depth. Contrasted with the stem-wall method below — a genuinely useful homeowner-facing distinction zero Lane County competitors make"
Stem Wall (pour method),Concept,Stem Wall Foundation (Footing-Then-Wall-Then-Floor),,,Thing,5,process_distinction,VALIDATED_LOCAL,https://www.cojoasphalt.com/blog/monolithic-slab-excavation-oregon,same single-source caveat as Monolithic Slab above,"Sequential pour — footing first, then a short foundation wall, then the floor — required for crawlspaces, basements, deeper frost protection, and sloped sites where a monolithic slab won't work"
Over-Dig / Working Space,Concept,Over-Excavation for Working Space,,,Thing,9,core_concept,VALIDATED,https://www.osha.gov/laws-regs/standardinterpretations/1995-06-30,0/10 competitors give a specific figure; cojoasphalt.com mentions the concept without a number,"VERIFIED DIRECTLY 2026-09-09 — governed by OSHA's 1995 suspension letter applying reduced requirements specifically to house foundation/basement excavations (distinct from the general trench-safety figures already reused from the excavation-pack entity map): the standard 1926.652 protective-system rule is suspended for a house foundation/basement dig when the excavation is under 7.5 ft deep OR benched at least 2 ft horizontally per 5 ft of vertical height, AND the minimum horizontal working width at the bottom (excavation face to formwork/wall) is as wide as practicable but not less than 2 ft, AND no water/cracks/vibration/surcharge condition undermines stability. This is the real, citable ""over-dig"" figure this page needs — distinct from, and more specific than, the general Subpart P trench-depth citation already used on the Excavation & Grading page"
OSHA 1926.652 (Requirements for Protective Systems),GovernmentPermit,29 CFR 1926.652 — Requirements for Protective Systems,,,Legislation,7,authority,VALIDATED,https://www.osha.gov/laws-regs/regulations/standardnumber/1926/1926.652,n/a,"The general protective-systems standard; house foundation/basement excavations get a specific, narrower carve-out per the 1995 OSHA interpretation letter above rather than being fully exempt from Subpart P generally"
OSHA 1926 Subpart P,GovernmentPermit,29 CFR 1926 Subpart P (Excavations),,,Legislation,7,authority,VALIDATED,https://www.osha.gov/laws-regs/regulations/standardnumber/1926/1926SubpartP,0/10 competitors mention trench/excavation safety,"Reused verbatim from home/excavation packs' entity-inventory.csv — general trench-depth/protective-system/access rules apply identically to a foundation trench; do not re-verify"
Excavation Below an Existing Footing / Underpinning,Concept,Underpinning (Excavation Adjacent to or Below an Existing Footing),,,Thing,6,core_concept,VALIDATED,https://www.osha.gov/laws-regs/regulations/standardnumber/1926/1926.652,0/10 competitors mention this,"VERIFIED 2026-09-09 via OSHA 1926.652(b): excavation below the level of an existing foundation or retaining wall's base is prohibited unless a support system (underpinning) is installed, or a registered professional engineer determines the structure is far enough removed to be unaffected or that the work poses no hazard. Directly relevant to an ADU or addition foundation dug near an existing house — a genuine safety/liability fact zero competitors raise"
Foundation / Footing Inspection,Concept,Foundation (Footing) Inspection,,,Thing,10,core_concept,VALIDATED,https://www.eugene-or.gov/384/Inspections,0/10 competitors explain this sequencing anywhere,"VERIFIED DIRECTLY 2026-09-09 against Eugene's own Inspections page and corroborated by a Lane County-specific inspection-sequence source: the building department's foundation/footing inspection happens AFTER trenches or pad areas are excavated and cleared of loose material or mud, forms are erected and secured, and reinforcing (rebar) is placed and secured — and BEFORE any concrete is poured. In Eugene, inspections are scheduled through eBuild (online) or by calling Inspection Support at 541-682-5283 (7:30am–3:30pm weekdays; request before 7am for same-day). Lane County's own sequence additionally notes the UFER grounding electrode is generally tagged at this same inspection, ahead of the pour. THE single most load-bearing sequencing fact for this page: excavate → inspect → pour, never excavate → pour"
Eugene eBuild Permitting Portal,GovernmentService,City of Eugene eBuild Online Permitting,,,GovernmentService,5,process_entity,VALIDATED,https://www.eugene-or.gov/384/Inspections,n/a,"NEW — Eugene's own online system for scheduling required inspections (including the foundation/footing inspection) in the order construction typically follows"
Lane County Building Safety Program,GovernmentOrganization,Lane County Building Safety Program,,,GovernmentOrganization,7,authority,VALIDATED,https://www.lanecounty.org/government/county_departments/public_works/land_management_division/building_safety,n/a,"NEW — the Lane County program (within Land Management Division, alongside the septic/Subsurface Sanitation Program already reused from ../septic/entity-inventory.csv) that schedules and performs the foundation/footing inspection for unincorporated Lane County jobs, parallel to Eugene's/Springfield's own building departments for in-city jobs"
Lane County Land Management Division,GovernmentOrganization,Lane County Land Management Division,,,GovernmentOrganization,7,authority,VALIDATED,https://www.lanecounty.org/government/county_departments/public_works/land_management_division,n/a,Reused verbatim from home/site-prep/excavation packs
Geotechnical / Soils Report,Concept,Geotechnical (Soils) Report,,,Thing,6,process_entity,VALIDATED_LOCAL,,0/10 competitors mention this for foundation excavation specifically,"Reused/extended from the site-preparation pack's rock/clay cost-overrun entity ($2,000–$5,000 typical cost, prevents 20–50% of overruns) — applied here specifically to bearing-soil verification before a footing is poured, since ORSC R403.1 requires footings to bear on undisturbed natural soil or engineered fill"
Dewatering,ProcessEntity,Dewatering (Excavation),,,Thing,6,process_entity,VALIDATED_LOCAL,https://www.cojoasphalt.com/blog/basement-excavation-guide-oregon,single-source (cojoasphalt.com) but consistent with the site-prep/homepage packs' independently-sourced Willamette Valley wet-season entity,"Pumping groundwater out of an open excavation — named as a real, common requirement for deeper (basement-depth) foundation digs in the Willamette Valley's high winter water table. Ties directly to the existing wet-season-scheduling content already shipped on the homepage/excavation pages rather than introducing a new, uncorroborated regional claim"
Accessory Dwelling Unit (ADU) Foundation,ProjectType,ADU Foundation Excavation,,,Thing,7,project_type,VALIDATED_LOCAL,,reused from site-preparation pack's ADU project-type entity; 0/10 competitors address ADU-specific foundation excavation,"ADUs commonly use simpler/shallower foundation types (slab-on-grade or monolithic-slab) than a full house, and per the Underpinning entity above, are frequently excavated close to an existing structure's footing — both genuinely ADU-specific angles for this page beyond the generic site-prep pack's ADU coverage"
Excavation & Grading,Service,Excavation and Grading,,,Service,6,sibling_upstream_page,VALIDATED_LOCAL,,10/10 competitors offer some form,"Canonical form reused from excavation/entity-inventory.csv row 5 — SIBLING/UPSTREAM page per 00-research-pack.md Scope Boundary section. General cut/fill, backfill/compaction mechanics, equipment categories, and the excavation-vs-grading disambiguation are already owned there and are NOT re-derived on this page — this page cross-links up to it and covers only what is genuinely foundation-specific"
Site Preparation,Service,Site Preparation,,,Service,4,sibling_upstream_page,VALIDATED_LOCAL,,9/9 competitors reference,"Canonical form reused from home pack row 23 — sequencing note per site-preparation pack: site prep clears/grades the raw lot FIRST; foundation excavation follows once the pad is ready. Cross-link, do not repeat the site-prep-vs-excavation disambiguation already owned there"
Drainage Excavation,Service,Drainage Excavation,,,Service,4,sibling_downlink,VALIDATED_LOCAL,,5/8 competitors offer some form,"Canonical form reused from home pack row 29 — future sibling page; the FOUNDATION drain (R405, this page's scope) is distinct from a dug drainage trench/swale/channel as its own yard feature (that page's/the grading-leveling page's scope) — cross-link, don't duplicate, per the same disambiguation pattern the grading-leveling pack already established against drainage"
Septic Install & Repair,Service,Septic System Installation and Repair,,,Service,3,sibling_cross_reference,VALIDATED_LOCAL,,n/a,"Canonical form reused from home pack row 31 — the septic pack's drainfield entity is a WASTEWATER dispersal feature, unrelated to this page's foundation footing drain despite both containing the word ""drain""; note the distinction explicitly in body copy if both are ever mentioned near each other to avoid homeowner confusion"
Excavator (mini / standard),EquipmentCategory,Excavator,Q557056,,Product,6,equipment_context,VALIDATED,https://en.wikipedia.org/wiki/Excavator,0/10 competitors name equipment specifically for foundation work,"Canonical form reused from home/excavation packs — a mini excavator is generally sufficient for slab/crawlspace depth; a standard excavator is more common for basement-depth digs, per the foundation-type depth entities above"
Laser Level / GPS Grade Control,EquipmentCategory,Laser Level or GPS Grade Control,,,Product,5,equipment_context,VALIDATED_LOCAL,,current live /foundation-excavation/ page already names this,"Reused/extended from the grading-leveling pack's ""Laser Level (grading)"" equipment entity — on THIS page it verifies footing elevation against the survey/plan rather than a yard's drainage slope. Already on the current live page; preserve, don't remove"
Plate Compactor / Vibratory Roller,EquipmentCategory,Plate Compactor or Vibratory Roller,,,Product,5,equipment_context,VALIDATED,https://en.wikipedia.org/wiki/Plate_compactor,current live /foundation-excavation/ page already names this,"Reused/extended from the excavation pack's Compactor entity — on THIS page it compacts subgrade before footings are formed and backfill around finished foundation walls in lifts, tying to the Backfill and Compaction process entity already owned by the excavation page"
Willamette Valley,Place,Willamette Valley,,,Place,6,geo_context,VALIDATED,https://en.wikipedia.org/wiki/Willamette_Valley,n/a,"Canonical form reused from home pack row 22 — this page's specific angle is the high winter water table driving dewatering need on deeper (basement) digs, distinct from the clay-soil compaction/cost-overrun angle already owned by the site-prep/excavation pages"
Eugene,City,"Eugene, Oregon",,,City,10,geo_primary,VALIDATED,https://en.wikipedia.org/wiki/Eugene,_Oregon,10/10 competitors serve,"Canonical form reused from home pack row 12 — approx. 430 ft elevation, relevant to confirming the 12-inch frost-depth band applies"
Springfield,City,"Springfield, Oregon",,,City,8,geo_secondary,VALIDATED,https://en.wikipedia.org/wiki/Springfield,_Oregon,6/10 competitors serve,Canonical form reused from home pack row 13
Danco Excavation,Organization,Danco Excavation,,,GeneralContractor,4,competitor,VALIDATED_LOCAL,https://dancoexcavation.com/,n/a,"Reused from prior packs — names ""excavation and grading"" generically; no foundation-type-specific or frost-depth content found this session"
All Dirt Inc,Organization,"All Dirt, Inc.",,,GeneralContractor,5,competitor,VALIDATED_LOCAL,https://alldirtinc.com/services/excavation,n/a,"Reused from excavation pack — names foundation excavation as a line item among cut/fill/backfill/rock-removal/erosion-control/access-roads; does not distinguish foundation types, cite frost depth, or explain inspection sequencing"
Heavy D Excavation,Organization,Heavy D Excavation,,,GeneralContractor,5,competitor,VALIDATED_LOCAL,https://www.heavydexcavation.net/,n/a,"Reused from prior packs — names Foundation Excavation as its own heading (one of the few to do so), but with no foundation-type, frost-depth, or inspection-sequencing depth found this session"
Braun Excavating,Organization,Braun Excavating Inc.,,,GeneralContractor,4,competitor,VALIDATED_LOCAL,https://www.braunexcavating.net/,n/a,"Reused from prior packs — names foundation/basement excavation generically within a broader earthmoving tagline; no foundation-type or frost-depth depth found"
Tectonic Construction,Organization,Tectonic Construction (Tectonic Outdoor Living),,,GeneralContractor,4,competitor,VALIDATED_LOCAL,https://tectonicoutdoorliving.com/excavation/,n/a,"Reused from excavation pack — names ""home pads"" as a project type; no foundation-type-specific or frost-depth depth found this session"
BBC Excavation Inc,Organization,BBC Excavation Inc,,,GeneralContractor,3,competitor,VALIDATED_LOCAL,https://bbcexcavation.com/,n/a,Reused from prior packs — no foundation-specific depth found this session
Cojo Asphalt (cojoasphalt.com blog),Organization,Cojo Asphalt,,,Organization,7,content_competitor,VALIDATED_LOCAL,https://www.cojoasphalt.com/,n/a,"NEW — a paving/asphalt-branded company running the single most on-topic, Oregon-specific content series found for this page's exact subject: dedicated articles on Oregon frost depth for footings, an Oregon basement-excavation guide, and Oregon monolithic-slab excavation. Genuinely the highest AI-citation bar to clear for this exact query set, despite not being a Lane County excavation contractor — see 04-competitor-matrix.md and 06-ai-citation-audit.md. Notably, its own frost-depth article DECLINES to state an exact number, deferring entirely to ""your local building department"" — a real, exploitable gap since this page can cite the actual verified ORSC figure (12 inches for Lane County) that Cojo Asphalt's own content does not"
TerraFirma (goterrafirma.com),Organization,TerraFirma Foundation Systems,,,Organization,3,adjacent_category_competitor,VALIDATED_LOCAL,https://www.goterrafirma.com/eugene-or/,n/a,"NEW, ADJACENT CATEGORY — a foundation REPAIR/waterproofing specialist serving Eugene (piers, crawlspace encapsulation, basement waterproofing), not a new-construction excavation contractor. Relevant to the AI-citation competitive set for ""foundation"" + ""Eugene"" queries from the opposite direction (repair vs. new-dig), and corroborates that Eugene-area homes commonly sit on crawlspace foundations with volcanic-derived clay-loam/sandy-loam soil — a genuinely useful regional-soil fact with no foundation-type-excavation depth of its own"
Service (schema.org type),SchemaType,Service,,,Service,8,schema_recommendation,VALIDATED,https://schema.org/Service,n/a,Reused from sibling packs — recommended @type for this page (provider = GeneralContractor entity)
GeneralContractor (schema.org type),SchemaType,GeneralContractor,,,GeneralContractor,9,schema_recommendation,VALIDATED,https://schema.org/GeneralContractor,n/a,Canonical schema decision reused from home pack
