entity_name,entity_type,canonical_name,qid,kg_id,schema_type,salience_score,role,validation_status,sameAs_url,co_occurrence_status,notes
Strasheim Contracting,Organization,Strasheim Contracting,,,GeneralContractor,4,competitor,VALIDATED_LOCAL,https://www.strasheimcontracting.com/excavation-team-eugene-or,n/a,"Reused from home pack — lists brush clearing, grading, site prep, and road construction together without distinguishing scopes; a ""lumped together"" model, weaker than Danco's or All Dirt's"
A&D Excavation and Land Improvement,Organization,A&D Excavation and Land Improvement LLC,,,GeneralContractor,4,competitor,VALIDATED_LOCAL,https://adexcavationllc.com/,n/a,Reused from home pack — land clearing referenced in service list; no dedicated brush-clearing distinction found
Emerald Excavating,Organization,Emerald Excavating,,,GeneralContractor,4,competitor,VALIDATED_LOCAL,https://www.emeraldexc.com/,n/a,Reused from home pack — 60+ year incumbent; land clearing referenced generically among site-work services
Rotex Excavation,Organization,Rotex Excavation,,,GeneralContractor,3,competitor_supplemental,VALIDATED_LOCAL,https://www.rotexexcavation.com/land-clearing/,n/a,NEW — surfaced organically with a dedicated /land-clearing/ page ranking for "land clearing eugene or"; added as a supplemental reference point
Williams Land Improvement,Organization,Williams Land Improvement,,,Organization,2,competitor_adjacent,VALIDATED_LOCAL,https://www.williamslandimprovement.com/,n/a,"NEW, ADJACENT CATEGORY — positions as ""Heavy Duty Brush Clearing"" + ""Timber Harvesting,"" closer to a forestry/logging operation than a general excavation contractor; useful as evidence that some Eugene-market players treat heavy brush/timber work as a distinct specialty tier, reinforcing that scope tiers are a real market pattern"
Highland Tree Service LLC,Organization,Highland Tree Service LLC,,,Organization,2,competitor_adjacent,VALIDATED_LOCAL,https://www.highland-tree.com/land-clearing-and-brush-removal/,n/a,"NEW, ADJACENT CATEGORY — an arborist/tree service (not an excavation contractor) offering ""Land Clearing and Brush Removal."" Evidence that tree-service companies also compete in this exact keyword space from the opposite direction (tree-first, not earthwork-first) — relevant to the AI-citation-audit competitive-set framing"
City of Eugene Tree Preservation and Removal Standards (EC 9.6885),Legislation,Eugene Code 9.6885 — Tree Preservation and Removal Standards,,,Legislation,7,authority,VALIDATED,https://eugene.municipal.codes/EC/9.6885,0/10 competitors checked mention this,"VERIFIED DIRECTLY 2026-09-08 — within EUGENE CITY LIMITS, a permit is required to remove a ""significant tree"" (minimum 8 inches DBH — diameter at breast height, measured 4.5ft above ground); additional protection tier for city-designated ""exceptional""/landmark trees (special permit, may require a public hearing). APPLIES ONLY INSIDE EUGENE CITY LIMITS — does not apply to unincorporated Lane County rural acreage, which is the majority of D&D's likely land-clearing project type. Genuinely unclaimed content opportunity: explaining this distinction (in-city lot vs. rural acreage) before a customer clears first and asks questions later"
City of Springfield Tree Felling Permit,GovernmentPermit,Springfield Tree Felling Permit,,,GovernmentPermit,6,authority,VALIDATED,https://www.springfield-or.gov/wp-content/uploads/2019/01/Tree-Felling-Permit-1-1-08-MEM.pdf,0/10 competitors checked mention this,"VERIFIED DIRECTLY 2026-09-08 — Springfield generally requires a permit for tree removal over roughly 6 inches DBH, in the public right-of-way, or for designated heritage/significant trees (Oregon heritage-tree standard is commonly 24+ inch DBH); administered by Springfield Development & Public Works / Planning Division. Fee is noted as waived on the city's own page as of this pass — verify current fee status before publishing an exact figure. APPLIES ONLY INSIDE SPRINGFIELD CITY LIMITS, same in-city-vs-rural caveat as the Eugene entity above"
Lane County Land Management Division,GovernmentOrganization,Lane County Land Management Division,,,GovernmentOrganization,6,authority,VALIDATED,https://www.lanecounty.org/government/county_departments/public_works/land_management_division,n/a,"Reused from home/site-prep/excavation packs. This pass found NO standalone Lane County (unincorporated-area) tree-removal ordinance comparable to Eugene's/Springfield's city-limits rules — general web search corroborates that Oregon's ""Right to Farm""/""Right to Forest"" framework, plus the absence of a found county tree code, means most RURAL Lane County land-clearing jobs are NOT subject to a tree-removal permit the way an in-city lot would be. Flagged for direct confirmation with Lane County Planning & Development before stating this as an absolute, since a formal unincorporated ordinance search was not exhaustive"
Lane Regional Air Protection Agency (LRAPA),GovernmentOrganization,Lane Regional Air Protection Agency,,,GovernmentOrganization,8,authority,VALIDATED,https://www.lrapa-or.gov/,0/10 competitors checked mention this by name,"VERIFIED DIRECTLY 2026-09-08 — CRITICAL CLARIFICATION: LRAPA does NOT regulate slash burning (forest-debris burning from land clearing) in Lane County. Per LRAPA's own published rule structure, agricultural burns are regulated by the Oregon Department of Agriculture and SLASH burns (which is what land-clearing debris burning is) are regulated by the Oregon Department of Forestry (ODF), not LRAPA. LRAPA's Title 47 rules do prohibit or require a letter permit for outdoor/forest-slash burning within certain designated fire districts inside its jurisdiction (e.g., within the Eugene-Springfield Urban Growth Boundary/ESUGB, forest slash burning is expressly prohibited outright). This is a genuinely confusing multi-agency structure that ZERO competitors explain — a strong content-gap opportunity, but must be presented carefully and correctly (see 07-oregon-authority.md)"
Oregon Department of Forestry (ODF),GovernmentOrganization,Oregon Department of Forestry,,,GovernmentOrganization,9,authority,VALIDATED,https://www.oregon.gov/odf/fire/pages/burn.aspx,0/10 competitors checked mention this,"VERIFIED DIRECTLY 2026-09-08 — the PRIMARY regulator of slash/debris burning from land clearing on forestland within an ODF protection district. A burn permit is required during fire season (some districts year-round); registration is generally required at least 7 days before ignition unless waived; ODF checks weather/wind conditions and the volume/acreage of material before approving. This is THIS page's most load-bearing new authority citation — distinct from LRAPA, and from the Oregon DEQ backyard-burning rules below"
Oregon DEQ Backyard/Yard Debris Burning Rules,Legislation,Oregon DEQ Domestic (Backyard) Open Burning Rules,,,Legislation,6,authority,VALIDATED,https://www.oregon.gov/deq/aq/pages/burning-101.aspx,0/10 competitors checked mention this,"VERIFIED DIRECTLY 2026-09-08 — DISTINCT from ODF slash-burn rules above: DEQ's domestic/""backyard burning"" rules apply to yard debris from a residence with four or fewer dwelling units, must be burned on the property of origin, must be constantly attended with fire-extinguishing equipment on hand. Burning stumps to clear land is explicitly listed by DEQ as a form of regulated open burning. Genuinely three-agency structure (DEQ backyard/DEQ debris-burn permit vs. ODF forestland slash vs. LRAPA outdoor-burning-within-Lane-County rules) — the content gap is explaining which agency's rule applies to a GIVEN land-clearing job type, not picking just one"
Oregon Senate Bill 762 / Defensible Space,Legislation,Oregon Senate Bill 762 (2021) — Wildfire Preparedness,,,Legislation,6,authority,VALIDATED,https://www.oregon.gov/osfm/wildfire/pages/investments-for-oregon.aspx,0/10 competitors checked mention this,"VERIFIED 2026-09-08 — SB 762 directs the Oregon State Fire Marshal to establish minimum ""defensible space"" requirements (vegetation clearing/treatment around structures) for properties in the wildland-urban interface (WUI) rated high/extreme risk, based on the International WUI Code framework. Most directly relevant to the BRUSH CLEARING sibling page (defensible-space framing already appears in that page's live copy — ""wildfire risk""), but worth a brief cross-reference here since some full land-clearing jobs (clearing a wooded lot before building) also touch defensible-space planning. Do not overstate applicability — this is a property-level WUI-risk-rating trigger, not a universal Lane County requirement"
Oregon Department of State Lands (DSL) Removal-Fill Law,Legislation,Oregon Removal-Fill Law (ORS 196 / DSL-administered),,,Legislation,6,authority,VALIDATED,https://www.oregon.gov/dsl/wetlands-waters/pages/removal-fill.aspx,n/a,"Reused/extended from excavation pack row 34 (Oregon Department of State Lands entity) — CONFIRMED the Removal-Fill Law requires a DSL permit for moving/removing 50+ cubic yards of material in ""waters of the state"" including wetlands, and ANY amount within designated Essential Salmonid Habitat or Oregon Scenic Waterways. Relevant to land clearing when a wooded lot includes or borders a wetland, stream, or riparian area — grubbing stumps/grading near such a feature can trigger this permit. Flag as a check-before-you-clear item, not a blanket requirement"
Oregon Forest Practices Act (FPA),Legislation,Oregon Forest Practices Act,,,Legislation,5,authority_mostly_inapplicable,VALIDATED,https://www.oregon.gov/odf/working/pages/fpa.aspx,0/10 competitors checked mention this,"VERIFIED 2026-09-08 — the FPA governs COMMERCIAL tree harvesting/forest-management activity on Oregon's non-federal forestland (clearcut size limits, replanting requirements, stream-buffer rules for logging operations). It is NOT generally triggered by a typical RESIDENTIAL land-clearing job (clearing a house lot, pasture, or driveway) — the Act's rules target ongoing commercial forestry/timber operations, not one-time site clearing for development. This pack could not find an explicit small-acreage residential exemption stated in plain terms by ODF in this pass — flagged as ""likely mostly inapplicable to D&D's typical residential/small-acreage jobs, verify directly with ODF before stating as an absolute"" per the task's own instruction not to assume"
Willamette Valley,Place,Willamette Valley,,,Place,6,geo_context,VALIDATED,https://en.wikipedia.org/wiki/Willamette_Valley,n/a,"Canonical form reused from home pack row 22 — dense blackberry/scotch-broom/scrub growth in this climate is directly why land-clearing and brush-clearing demand is high; current live pages both reference this regional growth pattern"
Himalayan Blackberry,Species,Himalayan Blackberry (Rubus armeniacus),Q736765,,Thing,5,vegetation_entity,VALIDATED,https://en.wikipedia.org/wiki/Rubus_armeniacus,current live pages on both /land-clearing/ and /brush-clearing/ name "blackberry" by common name,"Named-species specificity opportunity — zero competitors checked in this pass name the invasive species by its proper name (Himalayan blackberry), despite it being THE dominant nuisance vegetation driving demand in the Willamette Valley"
Scotch Broom,Species,Scotch Broom (Cytisus scoparius),Q160835,,Thing,4,vegetation_entity,VALIDATED,https://en.wikipedia.org/wiki/Cytisus_scoparius,current live /brush-clearing/ page names this,"Reused/shared vegetation entity with the sibling Brush Clearing page — listed as an Oregon state-designated noxious weed, relevant to the ""why does this keep coming back"" homeowner question"
Eugene,City,"Eugene, Oregon",,,City,10,geo_primary,VALIDATED,"https://en.wikipedia.org/wiki/Eugene,_Oregon",10/10 competitors serve,Canonical form reused from home pack row 12
Springfield,City,"Springfield, Oregon",,,City,8,geo_secondary,VALIDATED,"https://en.wikipedia.org/wiki/Springfield,_Oregon",7/10 competitors serve,Canonical form reused from home pack row 13
Site Preparation,Service,Site Preparation,,,Service,7,downlink_target,VALIDATED_LOCAL,,n/a,"Canonical form reused from home pack row 23 — current live page's own ""Often Paired With"" section already links here; this pack reinforces that as the correct next-step link"
Grading & Leveling,Service,Grading and Leveling,,,Service,6,downlink_target,VALIDATED_LOCAL,,n/a,"Canonical form reused from home/grading-leveling packs — current live page's own ""Often Paired With"" section already links here"
GeneralContractor (schema.org type),SchemaType,GeneralContractor,,,GeneralContractor,9,schema_recommendation,VALIDATED,https://schema.org/GeneralContractor,n/a,Canonical schema decision reused from home pack
Service (schema.org type),SchemaType,Service,,,Service,8,schema_recommendation,VALIDATED,https://schema.org/Service,n/a,Reused from site-prep/excavation/grading-leveling packs — recommended @type for this page (provider = GeneralContractor entity)
