query,source,intent,funnel_stage,local_modifier,urgency,head_or_long_tail,commercial_value,target_page_slug,priority,notes
how deep before a trench needs shoring,serp,informational,awareness,n,browse,long,medium,/excavation/,P1,Consumer phrasing of OSHA Subpart P threshold
is excavation dangerous,serp,informational,awareness,n,browse,long,low,/excavation/,P3,Ties to trench-safety trust content
utility strike liability homeowner oregon,serp,informational,consideration,y,browse,long,medium,/excavation/,P1,Liability-fear angle named in task brief
who pays if excavation crew hits a gas line,serp,informational,consideration,n,browse,long,medium,/excavation/,P2,Liability-fear angle, objection-adjacent
excavation contractor cottage grove oregon,serp,commercial,decision,y,scheduled,mid,medium,/excavation/,P2,Tier 2 city variant
excavation contractor junction city oregon,serp,commercial,decision,y,scheduled,mid,medium,/excavation/,P2,Tier 2 city variant
excavation contractor creswell oregon,serp,commercial,decision,y,scheduled,mid,low,/excavation/,P3,Tier 2 city variant
excavation contractor veneta oregon,serp,commercial,decision,y,scheduled,mid,medium,/excavation/,P2,Tier 2 city variant - All Dirt is based here
excavation contractor florence oregon,serp,commercial,decision,y,scheduled,mid,low,/excavation/,P3,Tier 3 city variant - coverage confirmed 2026-09-05
excavation contractor oakridge oregon,serp,commercial,decision,y,scheduled,mid,low,/excavation/,P3,Tier 3 city variant
excavation contractor coburg oregon,serp,commercial,decision,y,scheduled,mid,low,/excavation/,P3,Tier 3 city variant
excavation contractor lowell oregon,serp,commercial,decision,y,scheduled,mid,low,/excavation/,P3,Tier 3 city variant
commercial excavation eugene oregon,serp,commercial,decision,y,scheduled,mid,high,/excavation/,P1,Commercial-audience variant per topical map §9 (residential default, commercial as a section not separate URL)
commercial earthwork contractor lane county,serp,commercial,decision,y,scheduled,long,high,/excavation/,P2,Commercial-audience variant
subdivision excavation oregon,serp,commercial,consideration,y,browse,long,medium,/excavation/,P2,Commercial/developer project type
land development excavation lane county,serp,commercial,consideration,y,browse,long,medium,/excavation/,P2,Commercial/developer project type
excavation contractor for pole barn foundation,serp,commercial,consideration,n,browse,long,medium,/excavation/,P2,Rural project-type long-tail
excavation for shop building oregon,serp,commercial,consideration,y,browse,long,medium,/excavation/,P2,Rural project-type long-tail
excavation contractor for adu oregon,serp,commercial,decision,y,scheduled,long,medium,/excavation/,P2,Cross-references site-prep pack's ADU content gap; excavation-specific framing (foundation dig, not full site prep)
how long does excavation take,serp,informational,consideration,n,browse,mid,high,/excavation/,P0,"Answered (reused from homepage pack Horst Excavating sourcing): often just a few days once site prep/permits are done; commercial 1-3 weeks"
how long does a residential excavation job take,serp,informational,consideration,n,browse,long,medium,/excavation/,P1,Duplicate-intent phrasing
excavation timeline for foundation,serp,informational,consideration,n,browse,long,medium,/excavation/,P2,Sub-variant
why do excavation quotes vary so much,serp,informational,consideration,n,browse,mid,medium,/excavation/,P1,Objection-adjacent - reused theme from homepage/site-prep packs, scoped to excavation pricing variance
excavation hourly rate vs flat rate,serp,informational,consideration,n,browse,long,medium,/excavation/,P2,Pricing-structure education query
what's included in an excavation quote,serp,informational,consideration,n,browse,long,medium,/excavation/,P1,Objection-adjacent - hidden-cost fear
hidden costs excavation project,serp,informational,consideration,n,browse,long,medium,/excavation/,P2,Objection-adjacent
excavation contractor eugene oregon reviews,serp,commercial,decision,y,scheduled,mid,medium,/excavation/,P2,Trust-verification query - directory-dominated per AI citation audit
best excavation contractor lane county,serp,commercial,decision,y,scheduled,mid,medium,/excavation/,P2,Listicle-dominated query per Flag A
licensed excavation contractor oregon,serp,commercial,consideration,y,browse,mid,medium,/excavation/,P2,Trust-signal query, ties to CCB verification content reused from homepage pack
excavation contractor ccb license oregon,serp,commercial,consideration,y,browse,long,medium,/excavation/,P2,Trust-signal query
free excavation estimate eugene oregon,serp,commercial,decision,y,scheduled,mid,medium,/excavation/,P1,USP-matching query
excavation contractor free estimate lane county,serp,commercial,decision,y,scheduled,long,medium,/excavation/,P2,Duplicate-intent phrasing
excavation contractor willamette valley clay,serp,informational,consideration,y,browse,long,medium,/excavation/,P2,Reuses homepage/site-prep pack's clay-soil authority signal, scoped to excavation cost-overrun content
best time of year to excavate oregon,serp,informational,consideration,y,browse,mid,medium,/excavation/,P1,Reused finding (May-October dry window) from homepage pack §5 - cite, don't re-derive
excavating in winter oregon,serp,informational,consideration,y,browse,long,medium,/excavation/,P2,Seasonal variant
does rain stop excavation work,serp,informational,awareness,y,browse,long,low,/excavation/,P3,Seasonal variant
excavation and grading contractor eugene or,serp,commercial,decision,y,scheduled,head,high,/excavation/,P1,Combined-term head variant matching several competitors' own heading style (Danco)
land grading and excavation lane county,serp,commercial,decision,y,scheduled,mid,medium,/excavation/,P2,Combined-term variant
dirt work contractor eugene oregon,serp,commercial,decision,y,scheduled,mid,medium,/excavation/,P2,Informal industry-synonym term ("dirt work")
excavation and earthmoving eugene,serp,commercial,decision,y,scheduled,mid,medium,/excavation/,P1,Recommended H1-adjacent framing phrase
excavator with operator eugene oregon,serp,commercial,consideration,y,browse,mid,medium,/excavation/,P2,Equipment+labor bundled query
mini excavator services eugene oregon,serp,commercial,consideration,y,browse,mid,low,/excavation/,P3,Equipment-specific query
does d&d land works do excavation,search_suggestion,navigational,decision,y,scheduled,long,high,/excavation/,P0,Brand+service term to own once GBP/site exist - reused brand-ownership logic from homepage pack
d&d land works excavation eugene,search_suggestion,navigational,decision,y,scheduled,long,high,/excavation/,P0,Brand+service+geo term
what size job is too small for an excavator,serp,informational,consideration,n,browse,long,medium,/excavation/,P2,Objection theme reused from homepage question mine, scoped to excavation
excavation contractor that does small residential jobs,serp,commercial,decision,y,scheduled,long,medium,/excavation/,P2,Duplicate-intent phrasing
does excavation include hauling away dirt,serp,informational,consideration,n,browse,long,medium,/excavation/,P1,Scope-clarity question - ties to fencing rules on debris hauling
what happens to the dirt after excavation,serp,informational,awareness,n,browse,long,low,/excavation/,P2,Related scope-clarity question
excavation for swimming pool cost,serp,informational,awareness,n,browse,long,low,/excavation/,P3,Adjacent project type; low priority (D&D scope unconfirmed for pool excavation specifically)
retention pond excavation cost,serp,informational,consideration,n,browse,long,medium,/excavation/,P2,Commercial/stormwater project type - ties to DEQ 1200-C content
stormwater pond excavation oregon,serp,commercial,consideration,y,browse,long,medium,/excavation/,P2,Commercial/stormwater project type
