entity_name,entity_type,canonical_name,qid,kg_id,schema_type,salience_score,role,validation_status,sameAs_url,co_occurrence_status,notes
Eugene,City,"Eugene, Oregon",,,City,9,geo_primary,VALIDATED,https://en.wikipedia.org/wiki/Eugene,_Oregon,6/10 competitors serve,Canonical form reused from home pack
Springfield,City,"Springfield, Oregon",,,City,7,geo_secondary,VALIDATED,https://en.wikipedia.org/wiki/Springfield,_Oregon,5/10 competitors serve,Canonical form reused from home pack
Trencher,EquipmentCategory,Trencher,Q1663930,,Product,5,equipment_context,VALIDATED,https://en.wikipedia.org/wiki/Trencher_(machine),current live D&D page names this,"Long, narrow-run equipment category — reused/extended from the current live utility-excavation.astro page's own equipment section."
Mini Excavator,EquipmentCategory,Mini Excavator,Q557056,,Product,5,equipment_context,VALIDATED,https://en.wikipedia.org/wiki/Excavator,current live D&D page names this,"Used near existing utilities/structures where hand-guided precision matters — reused from the current live page."
All Dirt Inc,Organization,"All Dirt, Inc.",,,GeneralContractor,5,competitor,VALIDATED_LOCAL,https://alldirtinc.com/services/excavation,n/a,"Reused/re-checked from excavation pack — lists 'utility trenching' as one line item within its general excavation page; no per-utility depth, joint-trench, or cost content."
Heavy D Excavation,Organization,Heavy D Excavation,,,GeneralContractor,4,competitor,VALIDATED_LOCAL,https://www.heavydexcavation.net/,n/a,"CHECKED DIRECTLY 2026-09-09 for this pack: heading 'Trenching & Drainage' — copy is drainage-focused ('expert drainage solutions to protect your property'), no water/sewer/electrical/gas-specific utility content, no depth figures."
Emerald Excavating,Organization,Emerald Excavating,,,GeneralContractor,5,competitor,VALIDATED_LOCAL,https://www.emeraldexc.com/,n/a,"CHECKED DIRECTLY 2026-09-09: states 'our company installs water and sewer lines, storm drains and stormwater management systems' — the most specific of the checked competitors on utility installation, but still no depth, joint-trench, or per-utility cost figures. Also uses AGTEK software for earthwork takeoffs (reused expertise-signal note from excavation pack)."
McKenzie Excavating,Organization,"McKenzie Excavating, Inc.",,,GeneralContractor,3,competitor,VALIDATED_LOCAL,https://www.mckenzieexcavatingor.com/excavating,n/a,Reused from excavation pack — general excavation list includes utility work generically; no utility-specific depth or cost content confirmed in this pass.
Danco Excavation,Organization,Danco Excavation,,,GeneralContractor,3,competitor,VALIDATED_LOCAL,https://dancoexcavation.com/,n/a,Reused from excavation pack — combined 'Excavation & Grading' heading; no dedicated utility-trenching section found in prior passes.
Hydro-Con (Hydro-Con Excavation),Organization,Hydro-Con Excavation,,,GeneralContractor,3,competitor_supplemental_outofmarket,VALIDATED_LOCAL,https://www.hcexcavation.com/services/utility-excavation,n/a,"NEW — a non-Oregon competitor (out of Lane County market) surfaced organically with a dedicated /services/utility-excavation page naming water, sewer, and electrical trenching as separate line items — useful only as a national-pattern reference for page structure, not a local competitor to benchmark against."
Service (schema.org type),SchemaType,Service,,,Service,8,schema_recommendation,VALIDATED,https://schema.org/Service,n/a,Reused from all prior packs — recommended @type for this page (provider = D&D Land Works GeneralContractor entity)
GeneralContractor (schema.org type),SchemaType,GeneralContractor,,,GeneralContractor,9,schema_recommendation,VALIDATED,https://schema.org/GeneralContractor,n/a,Canonical schema decision reused from home pack
