query,source,intent,funnel_stage,local_modifier,urgency,head_or_long_tail,commercial_value,target_page_slug,priority,notes
trenching contractor near me,serp,commercial,decision,n,scheduled,head,high,/utility-excavation/,P1,Near-me generic head term
underground utility contractor eugene oregon,serp,commercial,decision,y,scheduled,mid,high,/utility-excavation/,P1,Full-phrase variant
underground utility installer oregon,serp,commercial,decision,y,scheduled,mid,medium,/utility-excavation/,P2,Installer-phrasing variant (framed as excavation FOR)
utility line trenching mini excavator,serp,informational,awareness,n,browse,long,low,/utility-excavation/,P2,Equipment-specific phrasing
utility trencher rental vs hire contractor,serp,commercial,consideration,n,browse,long,medium,/utility-excavation/,P2,DIY-vs-hire threshold phrasing
utility excavation vs trenching and backfill,serp,informational,consideration,n,browse,long,medium,/utility-excavation/,P0,Direct scope-boundary keyword (task's own named boundary question)
trenching and backfill cost eugene oregon,serp,commercial,consideration,y,browse,long,medium,/trenching-backfill/,P2,Sibling-page keyword — logged here for the scope-boundary finding but NOT targeted by this page
trenching backfill compaction lifts,serp,informational,awareness,n,browse,long,low,/trenching-backfill/,P2,Sibling-page keyword — general mechanics term
backfill compaction testing requirement,serp,informational,awareness,n,browse,long,low,/trenching-backfill/,P2,Sibling-page keyword — general mechanics term
oregon plumbing specialty code water service line,serp,informational,awareness,n,browse,long,low,/utility-excavation/,P1,Code-lookup phrasing
opsc 609.1 water service depth,serp,informational,awareness,n,browse,long,low,/utility-excavation/,P2,Exact code-section lookup phrasing
orsc g2415.12 gas piping depth,serp,informational,awareness,n,browse,long,low,/utility-excavation/,P2,Exact code-section lookup phrasing
lane county trenching for utilities,serp,informational,awareness,y,browse,long,medium,/utility-excavation/,P0,Direct match to the primary government source found in this pack
lane county frost depth,serp,informational,awareness,y,browse,long,low,/utility-excavation/,P1,Frost-depth lookup phrasing
water main tap application eugene,serp,navigational,consideration,y,browse,long,low,/utility-excavation/,P2,Tap-application navigational phrasing
new sewer connection permit eugene,serp,informational,consideration,y,browse,long,medium,/utility-excavation/,P1,Permit-specific phrasing
underground utility trenching springfield or,serp,commercial,decision,y,scheduled,mid,high,/utility-excavation/,P1,Springfield city variant
utility trenching cottage grove oregon,serp,commercial,decision,y,scheduled,mid,medium,/utility-excavation/,P2,Tier 2 city variant
utility trenching junction city oregon,serp,commercial,decision,y,scheduled,mid,medium,/utility-excavation/,P2,Tier 2 city variant
utility trenching creswell oregon,serp,commercial,decision,y,scheduled,mid,low,/utility-excavation/,P3,Tier 2 city variant
utility trenching veneta oregon,serp,commercial,decision,y,scheduled,mid,low,/utility-excavation/,P3,Tier 2 city variant
rural property new well and power trenching,serp,commercial,consideration,n,browse,long,medium,/utility-excavation/,P2,Rural-property buyer-moment phrasing
trenching for propane line oregon,serp,commercial,consideration,y,browse,long,medium,/utility-excavation/,P2,Propane-specific variant (distinct from piped natural gas)
propane line burial depth requirements,serp,informational,awareness,n,browse,long,low,/utility-excavation/,P2,Propane-specific depth phrasing
utility trench restoration lawn driveway,serp,informational,awareness,n,browse,long,low,/utility-excavation/,P2,Post-service restoration phrasing
what does d&d land works charge for utility trenching,serp,commercial,decision,y,scheduled,long,high,/utility-excavation/,P2,Brand + service combined query
free estimate utility excavation eugene,serp,commercial,decision,y,scheduled,long,high,/utility-excavation/,P0,Conversion-intent brand-adjacent term
licensed bonded utility excavation contractor oregon,serp,commercial,decision,y,scheduled,long,high,/utility-excavation/,P1,Trust-signal combined query
ccb licensed excavator utility trenching,serp,commercial,decision,n,scheduled,long,medium,/utility-excavation/,P2,License-specific trust query
water line replacement trenchless vs open trench,serp,informational,consideration,n,browse,long,medium,/utility-excavation/,P2,Trenchless-comparison phrasing (D&D does open-trench work; honest scope note opportunity)
directional boring vs open trench utility,serp,informational,consideration,n,browse,long,low,/utility-excavation/,P2,Trenchless-method comparison phrasing
utility trench safety requirements osha,serp,informational,awareness,n,browse,long,medium,/utility-excavation/,P1,OSHA-applied-to-utility-context phrasing
how deep before osha requires shoring utility trench,paa,informational,awareness,n,browse,long,medium,/utility-excavation/,P1,OSHA-threshold-applied phrasing
new water heater gas line trenching,serp,commercial,consideration,n,browse,long,low,/utility-excavation/,P2,Appliance-adjacent gas trenching phrasing
outdoor kitchen gas line trenching,serp,commercial,consideration,n,browse,long,low,/utility-excavation/,P2,Appliance-adjacent gas trenching phrasing (ORSC G2415.12.1 shallow-depth exception applies)
electrical trenching for pool or hot tub,serp,commercial,consideration,n,browse,long,medium,/utility-excavation/,P2,Amenity-adjacent electrical trenching phrasing
generator sub panel trenching cost,serp,commercial,consideration,n,browse,long,medium,/utility-excavation/,P2,Backup-power buyer-moment phrasing
ev charger trenching cost,serp,commercial,consideration,n,browse,long,medium,/utility-excavation/,P2,EV-charger buyer-moment phrasing (modern electrical trenching demand driver)
underground utility trenching for adu oregon,serp,commercial,decision,y,scheduled,long,high,/utility-excavation/,P1,ADU-specific phrasing, Oregon ADU-friendly-law context
does d&d land works trench for fiber internet,serp,commercial,consideration,y,browse,long,medium,/utility-excavation/,P2,Fiber-specific brand-adjacent query
comcast or century link trenching requirements,serp,informational,awareness,n,browse,long,low,/utility-excavation/,P3,ISP-specific trenching-spec phrasing
utility trench inspection before backfill,serp,informational,consideration,n,browse,long,medium,/utility-excavation/,P1,Inspection-timing phrasing
open trench vs trenchless utility repair,serp,informational,consideration,n,browse,long,medium,/utility-excavation/,P2,Method-comparison phrasing
cost to run power to a shop from the house,serp,commercial,consideration,n,browse,long,high,/utility-excavation/,P1,Outbuilding-power natural-language query
cost to run water to a barn,serp,commercial,consideration,n,browse,long,medium,/utility-excavation/,P2,Rural outbuilding-water natural-language query
how much does it cost to bury a gas line,serp,commercial,consideration,n,browse,long,high,/utility-excavation/,P0,Natural-language cost query
utility excavation lowell oregon,serp,commercial,decision,y,scheduled,mid,low,/utility-excavation/,P3,Tier 3 city variant
utility excavation oakridge oregon,serp,commercial,decision,y,scheduled,mid,low,/utility-excavation/,P3,Tier 3 city variant
utility excavation coburg oregon,serp,commercial,decision,y,scheduled,mid,low,/utility-excavation/,P3,Tier 3 city variant
utility excavation florence oregon,serp,commercial,decision,y,scheduled,mid,low,/utility-excavation/,P3,Tier 3 city variant (coverage confirmed per business-info.md)
